Brand,Model,Size,Smart,Seller,Price
Samsung,UE75AU7100,75,1,netteenucuz,18199.0
Telefunken,50TU9060UA,50,1,GaleriBeyaz,7199.0
Samsung,UE50AU8000,50,1,GaleriBeyaz,9969.0
LG,43UP77006LB,43,1,birnumara,9898.5
Sunny,SN32DAL04,32,0,birnumara,3306.8
Hi-Level,HL43DLK13,43,1,silverteknoloji,4585.0
Samsung,UE40T5300,40,1,GaleriBeyaz,6099.0
Samsung,UE43AU8000,43,1,GaleriBeyaz,8999.0
Vestel,55UA9600,55,1,Zirve-Vestel-YOB,8230.04
Vestel,55U9500,55,1,Zirve-Vestel-YOB,7925.55
ELTON,EL43DAB13,43,1,YıldızMarkt,3399.0
Samsung,UE50AU9000,50,1,GaleriBeyaz,11299.0
Vestel,55U9700,55,1,Zirve-Vestel-YOB,8749.0
Vestel,50U9600,50,1,Zirve-Vestel-YOB,7061.87
Onvo,OV32F150,32,1,akcamarkt,2990.0
LG,OLED55B16LA,55,1,GaleriBeyaz,17499.0
Onvo,OV50350,50,1,BiggShop,6349.0
LG,55UP75006LF,55,1,birnumara,15665.21
Vestel,32H8401,32,0,Zirve-Vestel-YOB,2740.08
Vestel,55U9510,55,1,AYYILDIZ-GSM,7899.0
Vestel,43U9700,43,1,Zirve-Vestel-YOB,6304.35
Vestel,39H9510,39,1,Zirve-Vestel-YOB,4359.87
LG,OLED65B16LA,65,1,GaleriBeyaz,30299.0
Samsung,UE43TU8500,43,1,GaleriBeyaz,9144.0
Saba,SB32100,32,0,cenur,2282.23
Altus,AL-32,32,1,cenur,3425.0
Vestel,32H8500,32,0,cenur,2835.0
Regal,43R654FA9,43,1,Vizyona,5489.0
Regal,32R602H,32,0,Vizyona,2720.34
Regal,65R754U,65,1,Vizyona,9599.0
Onvo,OV32150,32,1,cenur,2505.0
Onvo,OV39150,39,1,cenur,3018.0
Regal,65R754UA9,65,1,Vizyona,11089.0
Regal,42R654FC,42,1,Vizyona,4939.0
Saba,SB58F350,58,1,cenur,6690.0
Awox,B206500S,65,1,cenur,6079.5
Vestel,75U9520,75,1,Selcan-Vestel-YOB,16999.0
Vestel,55U9510,55,1,Selcan-Vestel-YOB,9211.02
Vestel,22F8510P,22,0,Selcan-Vestel-YOB,2749.0
LG,50UP77006LB,50,1,TORAMANLG,10132.5
Awox,AWX,24,0,özdoğan,2185.0
Vestel,58UA9600,58,1,Selcan-Vestel-YOB,10699.0
Vestel,55UA9600,55,1,Selcan-Vestel-YOB,9799.0
Vestel,65U9700,65,1,Selcan-Vestel-YOB,12949.0
LG,50NANO866PA,50,1,TORAMANLG,13449.0
Vestel,39H9400,39,1,Selcan-Vestel-YOB,5099.0
Sunny,SN39DAL13/0216,39,1,özdoğan,4000.0
Vestel,50U9700,50,1,Selcan-Vestel-YOB,9199.0
Vestel,65Q9900,65,1,Selcan-Vestel-YOB,14699.0
Sunny,SN49DAL08,49,0,titizev,4499.9
Telefox,39TD3900,39,0,D108,2510.93
Vestel,43U9510,43,1,Selcan-Vestel-YOB,6699.0
Vestel,75U9500,75,1,Selcan-Vestel-YOB,16899.0
LG,50UP81006LA,50,1,TORAMANLG,10000.0
Vestel,55Q9900,55,1,Selcan-Vestel-YOB,10199.0
Vestel,55U9501,55,1,Gunyol-Vestel-YOB,7780.0
Vestel,55U9500,55,1,Simport-Vestel-YOB,6722.25
Vestel,65U9700,65,1,Simport-Vestel-YOB,10687.38
Vestel,39H9510,39,1,Simport-Vestel-YOB,4341.54
Vestel,65Q9900,65,1,Simport-Vestel-YOB,13895.04
Techwood,39TEC600,39,0,can35,2950.0
Vestel,43U9600,43,1,Simport-Vestel-YOB,5845.0
Onvo,OV50350,50,1,atstabletbilgisayar,5399.0
Regal,39R653H,39,1,REGALcimÖZKAN,4750.0
Vestel,32H9600,32,1,Simport-Vestel-YOB,3275.0
Philips,50PUS8506,50,1,aymetdtm,10615.0
Saba,SB42251,42,1,aymetdtm,3743.04
Regal,50R754U,50,1,REGALcimÖZKAN,6750.0
Regal,43R654F,43,1,REGALcimÖZKAN,5750.0
Samsung,UE43AU8000,43,1,aymetdtm,8329.02
Vestel,22F8510B,22,0,Simport-Vestel-YOB,2411.54
Vestel,43Q9900,43,1,Simport-Vestel-YOB,7912.04
Vestel,70U9600,70,1,Simport-Vestel-YOB,12499.0
Onvo,OV39100,39,0,aymetdtm,2975.04
Telefox,55TFH5510,55,1,aymetdtm,5899.0
Vestel,43U9510,43,1,Simport-Vestel-YOB,5146.5
Onvo,OV32150,32,1,aymetdtm,2594.89
Regal,32R4020HA,32,0,REGALcimÖZKAN,2950.0
Vestel,22F8510K,22,0,Simport-Vestel-YOB,2309.25
Vestel,55O9900,55,1,Simport-Vestel-YOB,18689.0
Vestel,50U9700,50,1,Simport-Vestel-YOB,7999.0
Onvo,OV39150,39,1,atstabletbilgisayar,3199.0
Vestel,43F8600,43,0,Simport-Vestel-YOB,4101.73
Saba,SB32F152,32,1,aymetdtm,2687.04
Techwood,32TEC600,32,0,aymetdtm,2398.0
Onvo,OV58350,58,1,atstabletbilgisayar,6699.0
Vestel,65O9900,65,1,Simport-Vestel-YOB,25499.0
Vestel,49UA9800,49,1,Simport-Vestel-YOB,7452.7
Blaupunkt,BL40335,40,1,aymetdtm,4459.0
Vestel,50Q9900,50,1,Simport-Vestel-YOB,8674.39
Vestel,22F8510P,22,0,Simport-Vestel-YOB,2411.54
Vestel,58UA9600,58,1,Simport-Vestel-YOB,8929.15
Vestel,50U9510,50,1,Gunyol-Vestel-YOB,7329.0
Altus,AL55,55,1,aymetdtm,6999.0
Vestel,43U9700,43,1,Simport-Vestel-YOB,6208.81
Vestel,43F9600,43,1,Simport-Vestel-YOB,5403.04
Nordmende,NM32F151,32,1,aymetdtm,2645.02
Saba,SB43250,43,1,aymetdtm,3859.04
Nordmende,NM32150,32,1,aymetdtm,2699.0
Sunny,SN39DAL13/0216,39,1,İndirSepete1,3229.0
Sunny,SN43DAL13-TNR,43,1,İndirSepete1,3875.0
Vestel,32H8500,32,0,Güneş-Vestel-YOB,3250.0
Vestel,32H9510,32,1,Efegaz-Vestel-YOB,4058.0
Vestel,32H9600,32,1,Efegaz-Vestel-YOB,3263.2
Vestel,32FA9500,32,1,Efegaz-Vestel-YOB,4637.0
Vestel,50UA9600,50,1,Gunyol-Vestel-YOB,6649.0
Vestel,32H8501,32,0,Elmacioglu-VestelYOB,2889.0
Vestel,22F8510,22,0,Elmacioglu-VestelYOB,2359.0
Vestel,58U9510,58,1,Elmacioglu-VestelYOB,8833.0
Vestel,58UA9600,58,1,Elmacioglu-VestelYOB,9785.0
Finlux,32FX420H,32,0,hirdavatimnet,3256.64
Vestel,43U9510,43,1,Elmacioglu-VestelYOB,5825.0
Vestel,55UA9800,55,1,Elmacioglu-VestelYOB,8916.0
Vestel,65U9510,65,1,ANKRATOPTAN,9022.75
Sunny,SN32DIL04,32,0,teknolojist,2799.0
Techwood,32TEC600,32,0,teknolojist,2399.0
Next,YE-32020KT,32,0,Başak-Elektronik,2799.0
Vestel,50U9700,50,1,Elmacioglu-VestelYOB,7999.0
Onvo,OV32100,32,0,teknolojist,2399.0
Vestel,50U9600,50,1,Elmacioglu-VestelYOB,7079.0
Vestel,55U9500,55,1,Elmacioglu-VestelYOB,7999.0
Sunny,SN32DIL04,32,0,evemağaza,2375.0
Sunny,SN32DAL04,32,0,teknolojist,2799.0
Techwood,39TEC600,39,0,teknolojist,3199.0
Regal,43R654FC,43,1,teknolojist,4999.0
Vestel,49UA9800,49,1,Elmacioglu-VestelYOB,7835.0
Samsung,UE50AU7200,50,1,FİXELEKTRONİK,9598.08
Vestel,43F8500,43,0,Elmacioglu-VestelYOB,4727.54
Regal,43R654FC,43,1,BUHARASANAL,4539.0
Vestel,58U9500,58,1,Elmacioglu-VestelYOB,8805.0
Awox,B203900S,39,1,teknolojist,3666.04
Vestel,65U9500,65,1,Elmacioglu-VestelYOB,10421.04
LG,OLED48A16LA,48,1,cepmarketin,14249.05
Vestel,55UA9600,55,1,Elmacioglu-VestelYOB,8332.0
Sunny,SN39DAL13/0216,39,1,FİXELEKTRONİK,3047.47
Vestel,55U9600,55,1,Elmacioglu-VestelYOB,8165.0
Vestel,43U9600,43,1,Elmacioglu-VestelYOB,5910.0
Saba,SB43250,43,1,DeponOnline,4779.0
Saba,SB50F352,50,1,DeponOnline,6469.0
Axen,AX50LEDJ203,50,1,kuzeyiletişim20,5049.0
Saba,SB32100,32,0,DeponOnline,2759.0
Saba,SB32F152,32,1,DeponOnline,3099.0
Samsung,UE75AU8000,75,1,TEKNOSPORT,17299.0
Toshiba,58UA3A63DT,58,1,MyElektronik2021,7899.0
Nordmende,NM50351,50,1,DijiSepet,5306.54
Vestel,65U9500,65,1,YÖNAVM,9842.04
Vestel,55UA9600,55,1,YÖNAVM,8539.29
Skytech,ST-5090,50,1,DijiSepet,5900.0
Vestel,43F9510,43,1,YÖNAVM,5210.04
Vestel,32FA9500,32,1,YÖNAVM,3569.54
Skytech,SLT-3230,32,0,ALPASLANDTM,2772.5
Skytech,SST-3250C,32,0,ALPASLANDTM,3231.3
Vestel,58UA9600,58,1,YÖNAVM,9166.54
Vestel,39H9510,39,1,YÖNAVM,4389.79
Profilo,24PA200E,24,0,GüvenDtm,2763.0
Vestel,55U9500,55,1,VestelKurumsalMağaza,7839.02
Vestel,32H8501,32,0,VestelKurumsalMağaza,3249.0
Regal,55R857UQ,55,1,RegalKurumsalMağaza,9249.0
Vestel,55Q9900,55,1,VestelKurumsalMağaza,11759.02
Vestel,55U9700,55,1,VestelKurumsalMağaza,10599.0
Regal,50R753U,50,1,RegalKurumsalMağaza,6467.02
Regal,42R654FC,42,1,RegalKurumsalMağaza,4949.0
Vestel,32H8600,32,0,VestelKurumsalMağaza,3449.0
Regal,55R858U,55,1,RegalKurumsalMağaza,8499.0
Regal,39R603H,39,0,RegalKurumsalMağaza,4429.0
Regal,43R604F,43,0,RegalKurumsalMağaza,4466.99
Vestel,65U9500,65,1,VestelKurumsalMağaza,11549.0
Vestel,22F8500L,22,0,VestelKurumsalMağaza,2799.0
Vestel,43UA9800,43,1,VestelKurumsalMağaza,7381.29
Regal,55R753U,55,1,RegalKurumsalMağaza,7839.02
Vestel,43Q9900,43,1,VestelKurumsalMağaza,8973.54
Vestel,43F9510,43,1,VestelKurumsalMağaza,6049.0
Vestel,55UA9600,55,1,VestelKurumsalMağaza,8329.02
Vestel,24H8510,24,0,VestelKurumsalMağaza,2743.02
